Problem type,Reported date,Primary action type,Primary action date,Assessment status,Repair date,Lat,Lng,Case status,Last updated
Other - road related,2023-02-15 00:00:00,Assess,22/02/2023,,,57.1486054599966,-2.09677934646606,open,15/02/2023
Uneven surface or cracking,2023-02-15 00:00:00,Assess,22/02/2023,,,57.1749997534911,-2.1482053399086,open,15/02/2023
Uneven surface or cracking,2023-02-16 00:00:00,Assess,23/02/2023,,,57.1754135386085,-2.14714586734772,open,16/02/2023
Other - road related,2023-02-16 00:00:00,Assess,23/02/2023,Assessed,18/03/2023,57.1415814193867,-2.132788002491,open,25/05/2023
Markings - defective,2023-02-16 00:00:00,Assess,23/02/2023,Assessed,18/03/2023,57.1415681682671,-2.11455702781677,open,21/02/2023
Markings - defective,2023-02-16 00:00:00,Assess,23/02/2023,,,57.1410770944078,-2.11341786280741,open,16/02/2023
Other - road related,2023-02-16 00:00:00,Assess,23/02/2023,,,57.1427689180023,-2.10530072450638,open,16/02/2023
Markings - defective,2023-02-16 00:00:00,Assess,23/02/2023,Assessed,19/03/2023,57.1248637019462,-2.08959102630615,open,17/02/2023
Markings - defective,2023-02-17 00:00:00,Assess,24/02/2023,Assessed,19/03/2023,57.1821272600612,-2.09095404351501,open,17/02/2023
Other - road related,2023-02-17 00:00:00,Assess,24/02/2023,,,57.1466584565984,-2.09364372478376,open,17/02/2023
Pothole,2023-02-17 00:00:00,Assess,24/02/2023,Assessed,19/03/2023,57.1372790650367,-2.13374018669128,open,21/02/2023
Pothole,2023-02-17 00:00:00,Assess,24/02/2023,,,57.1492062624291,-2.17284947633743,open,17/02/2023
Pothole,2023-02-19 00:00:00,Assess,26/02/2023,,,57.1847104870762,-2.1141292154789,open,19/02/2023
Markings - defective,2023-02-19 00:00:00,Assess,26/02/2023,Assessed,22/03/2023,57.2001533936093,-2.09906254463931,open,21/02/2023
Markings - defective,2023-02-20 00:00:00,Assess,27/02/2023,Assessed,22/03/2023,57.1469015137362,-2.21944212913513,open,21/02/2023
Markings - defective,2023-02-20 00:00:00,Assess,27/02/2023,,,57.1453151379842,-2.10445716977119,open,20/02/2023
Pothole,2023-02-20 00:00:00,Assess,27/02/2023,Assessed,22/03/2023,57.1697363451901,-2.12536364793777,open,22/02/2023
Pothole,2023-02-20 00:00:00,Assess,27/02/2023,,,57.2101597876246,-2.18579649925232,open,20/02/2023
Other - road related,2023-02-20 00:00:00,Assess,27/02/2023,,,57.1799457993403,-2.14352948325313,open,20/02/2023
Pothole,2023-02-21 00:00:00,Assess,28/02/2023,,,57.1976713194865,-2.18489527702332,open,21/02/2023
Markings - defective,2023-02-21 00:00:00,Assess,28/02/2023,,,57.1435694200435,-2.1136131955609,open,21/02/2023
Other - road related,2023-02-21 00:00:00,Assess,28/02/2023,,,57.1545423994979,-2.22156643867493,open,21/02/2023
Uneven surface or cracking,2023-02-21 00:00:00,Assess,28/02/2023,,,57.1854449673031,-2.12510615587234,open,21/02/2023
Pothole,2023-02-22 00:00:00,Assess,01/03/2023,,,57.1350789628815,-2.14148104190826,open,22/02/2023
Markings - defective,2023-02-22 00:00:00,Assess,01/03/2023,,,57.1398056258128,-2.14196920394897,open,22/02/2023
Other - road related,2023-02-22 00:00:00,Assess,01/03/2023,,,57.1433510038039,-2.1136075258255,open,22/02/2023
Uneven surface or cracking,2023-02-22 00:00:00,Assess,01/03/2023,,,57.1450340291046,-2.17793226242065,open,22/02/2023
Pothole,2023-02-23 00:00:00,Assess,02/03/2023,,,57.1474750771078,-2.10670351982117,open,23/02/2023
Other - road related,2023-02-23 00:00:00,Assess,02/03/2023,,,57.1419593689458,-2.15304132551097,open,23/02/2023
Pothole,2023-02-23 00:00:00,Assess,02/03/2023,Assessed,26/03/2023,57.1839972057916,-2.12932258844376,open,22/02/2024
Uneven surface or cracking,2023-02-23 00:00:00,Assess,02/03/2023,,,57.1166215084306,-2.07760272424821,open,23/02/2023
Markings - defective,2023-02-23 00:00:00,Assess,02/03/2023,Assessed,26/03/2023,57.1475423141624,-2.10858103005933,open,22/05/2023
Other - road related,2023-02-24 00:00:00,Assess,03/03/2023,,,57.2003366917423,-2.18398332595825,open,24/02/2023
Pothole,2023-02-24 00:00:00,Assess,03/03/2023,,,57.1949894520687,-2.132248878479,open,24/02/2023
Markings - defective,2023-02-24 00:00:00,Assess,03/03/2023,,,57.1740049752118,-2.1907451748848,open,24/02/2023
Pothole,2023-02-25 00:00:00,Assess,04/03/2023,,,57.125115394988,-2.29290246963501,open,25/02/2023
Markings - defective,2023-02-25 00:00:00,Assess,04/03/2023,,,57.144698609387,-2.09771880509152,open,25/02/2023
Uneven surface or cracking,2023-02-25 00:00:00,Assess,04/03/2023,,,57.1393410048106,-2.14527368545532,open,25/02/2023
Pothole,2023-02-26 00:00:00,Assess,05/03/2023,,,57.119400786212,-2.09821969270706,open,26/02/2023
Uneven surface or cracking,2023-02-26 00:00:00,Assess,05/03/2023,,,57.1791645185663,-2.18861818313599,open,26/02/2023
Other - road related,2023-02-26 00:00:00,Assess,05/03/2023,,,57.1198801505175,-2.09613829851151,open,26/02/2023
Markings - defective,2023-02-27 00:00:00,Assess,06/03/2023,,,57.0946861367959,-2.26352155208588,open,27/02/2023
Subsidence,2023-02-27 00:00:00,Make safe,27/02/2023,,,57.1604782651475,-2.16398477554321,open,27/02/2023
"Utility cover - broken, high/low or missing",2023-02-27 00:00:00,Make safe,27/02/2023,,,57.1477736775729,-2.10401058197021,open,27/02/2023
Pothole,2023-02-27 00:00:00,Assess,06/03/2023,,,57.1254185492965,-2.14275375008583,open,27/02/2023
Uneven surface or cracking,2023-02-27 00:00:00,Assess,06/03/2023,,,57.1576537337802,-2.08718776702881,open,27/02/2023
Pothole,2023-02-27 00:00:00,Assess,06/03/2023,Assessed,30/03/2023,57.1270610445861,-2.12290406227112,open,28/02/2023
Other - road related,2023-02-27 00:00:00,Assess,06/03/2023,,,57.1403880765765,-2.10070610046387,open,27/02/2023
Pothole,2023-02-28 00:00:00,Assess,07/03/2023,,,57.1496012513336,-2.13738788081628,open,28/02/2023
Other - road related,2023-02-28 00:00:00,Assess,07/03/2023,,,57.1341619231835,-2.14445829391479,open,28/02/2023
Oil or Fuel spill,2023-03-01 00:00:00,Make safe,01/03/2023,,,57.1234798146325,-2.11521148681641,open,01/03/2023
Pothole,2023-03-01 00:00:00,Assess,08/03/2023,,,57.1645149095448,-2.11663842201233,open,01/03/2023
Oil or Fuel spill,2023-03-01 00:00:00,Make safe,01/03/2023,,,57.1519680463517,-2.18004584312439,open,01/03/2023
Other - road related,2023-03-01 00:00:00,Assess,08/03/2023,,,57.1479994261775,-2.09171533584595,open,01/03/2023
Uneven surface or cracking,2023-03-01 00:00:00,Assess,08/03/2023,,,57.1364913897314,-2.13863253593445,open,01/03/2023
Pothole,2023-03-02 00:00:00,Assess,09/03/2023,,,57.1342411603857,-2.10204184055328,open,02/03/2023
Markings - defective,2023-03-02 00:00:00,Assess,09/03/2023,,,57.1529400321901,-2.10305571556091,open,02/03/2023
Other - road related,2023-03-02 00:00:00,Assess,09/03/2023,,,57.1846465509594,-2.13303749475017,open,02/03/2023
"Cobbles - damaged, missing or uneven",2023-03-02 00:00:00,Assess,09/03/2023,,,57.1390366194422,-2.10443198947303,open,02/03/2023
Pothole,2023-03-03 00:00:00,Assess,10/03/2023,,,57.1997999945505,-2.18353155709337,open,03/03/2023
Markings - defective,2023-03-03 00:00:00,Assess,10/03/2023,,,57.1191386895363,-2.14331756518732,open,03/03/2023
Other - road related,2023-03-03 00:00:00,Assess,10/03/2023,,,57.1230932487569,-2.08889365196228,open,03/03/2023
Pothole,2023-03-04 00:00:00,Assess,11/03/2023,,,57.1382254236947,-2.08881050348282,open,04/03/2023
Other - road related,2023-03-04 00:00:00,Assess,11/03/2023,,,57.1512302958749,-2.10280895233154,open,04/03/2023
Uneven surface or cracking,2023-03-05 00:00:00,Assess,12/03/2023,,,57.1646019898877,-2.13898658752441,open,05/03/2023
Pothole,2023-03-05 00:00:00,Assess,12/03/2023,,,57.1381456757593,-2.16437458992687,open,05/03/2023
Markings - defective,2023-03-05 00:00:00,Assess,12/03/2023,,,57.1562906920776,-2.09068700197349,open,05/03/2023
Other - road related,2023-03-05 00:00:00,Assess,12/03/2023,,,57.1525388639115,-2.12786614894867,open,05/03/2023
Oil or Fuel spill,2023-03-05 00:00:00,Make safe,06/03/2023,,,57.1647553915849,-2.13873443503417,open,05/03/2023
Pothole,2023-03-06 00:00:00,Assess,13/03/2023,,,57.185681613349,-2.12866544723511,open,06/03/2023
Markings - defective,2023-03-06 00:00:00,Assess,13/03/2023,,,57.1903925111197,-2.11276799440384,open,06/03/2023
Other - road related,2023-03-06 00:00:00,Assess,13/03/2023,,,57.1711524854954,-2.14369297016674,open,06/03/2023
Uneven surface or cracking,2023-03-06 00:00:00,Assess,13/03/2023,,,57.1440611301321,-2.17190265655518,open,06/03/2023
Pothole,2023-03-07 00:00:00,Assess,14/03/2023,,,57.1323672370075,-2.14098751544952,open,07/03/2023
Other - road related,2023-03-07 00:00:00,Assess,14/03/2023,,,57.1326052325594,-2.1489442884922,open,07/03/2023
Uneven surface or cracking,2023-03-07 00:00:00,Assess,14/03/2023,,,57.2115567863843,-2.18310691416264,open,07/03/2023
Other - road related,2023-03-08 00:00:00,Assess,15/03/2023,,,57.1805479901303,-2.18564629554749,open,08/03/2023
Pothole,2023-03-08 00:00:00,Assess,15/03/2023,,,57.2081028616476,-2.18445539474487,open,08/03/2023
Uneven surface or cracking,2023-03-08 00:00:00,Assess,15/03/2023,,,57.1478600925617,-2.13496327400208,open,08/03/2023
Pothole,2023-03-09 00:00:00,Assess,16/03/2023,,,57.1460106858959,-2.14378237724304,open,09/03/2023
Other - road related,2023-03-09 00:00:00,Assess,16/03/2023,,,57.1433539786034,-2.11363770067692,open,09/03/2023
"Utility cover - broken, high/low or missing",2023-03-09 00:00:00,Make safe,09/03/2023,,,57.1512351209803,-2.1695368923281,open,09/03/2023
Uneven surface or cracking,2023-03-09 00:00:00,Assess,16/03/2023,,,57.1431620391113,-2.15415716171265,open,09/03/2023
Uneven surface or cracking,2023-03-10 00:00:00,Assess,17/03/2023,,,57.1656667531946,-2.12589740753174,open,10/03/2023
Other - road related,2023-03-10 00:00:00,Assess,17/03/2023,,,57.1021513300692,-2.08713412284851,open,10/03/2023
Pothole,2023-03-10 00:00:00,Assess,17/03/2023,,,57.1900954355545,-2.12345123291016,open,10/03/2023
Oil or Fuel spill,2023-03-11 00:00:00,Make safe,11/03/2023,,,57.1406997410466,-2.10396230220795,open,11/03/2023
Markings - defective,2023-03-11 00:00:00,Assess,18/03/2023,,,57.1521362972287,-2.09818293806165,open,11/03/2023
Pothole,2023-03-11 00:00:00,Assess,18/03/2023,,,57.1801900200071,-2.18715637922287,open,11/03/2023
Other - road related,2023-03-11 00:00:00,Assess,18/03/2023,,,57.1505905763635,-2.09189504384995,open,11/03/2023
Pothole,2023-03-12 00:00:00,Assess,19/03/2023,,,57.1567065989138,-2.16562168699056,open,12/03/2023
Markings - defective,2023-03-12 00:00:00,Assess,19/03/2023,,,57.1599944491177,-2.11407423019409,open,12/03/2023
Pothole,2023-03-13 00:00:00,Assess,20/03/2023,,,57.1871689159727,-2.09409177303314,open,13/03/2023
"Utility cover - broken, high/low or missing",2023-03-13 00:00:00,Make safe,13/03/2023,,,57.1301105018886,-2.09314227104187,open,13/03/2023
Other - road related,2023-03-13 00:00:00,Assess,20/03/2023,,,57.1433514319982,-2.11362428963184,open,13/03/2023
Uneven surface or cracking,2023-03-13 00:00:00,Assess,20/03/2023,,,57.1430770911014,-2.15809464454651,open,13/03/2023
Pothole,2023-03-14 00:00:00,Assess,21/03/2023,,,57.1914667436495,-2.11287094132331,open,14/03/2023
Markings - defective,2023-03-14 00:00:00,Assess,21/03/2023,,,57.1579092609684,-2.10281297564507,open,14/03/2023
Uneven surface or cracking,2023-03-14 00:00:00,Assess,21/03/2023,,,57.1633845735424,-2.22098171710968,open,14/03/2023
Other - road related,2023-03-14 00:00:00,Assess,21/03/2023,,,57.1268717389394,-2.14338541030884,open,14/03/2023
Subsidence,2023-03-15 00:00:00,Make safe,15/03/2023,,,57.1743641645134,-2.12361211576535,open,15/03/2023
Pothole,2023-03-15 00:00:00,Assess,22/03/2023,,,57.168264487007,-2.22020119428635,open,15/03/2023
Other - road related,2023-03-15 00:00:00,Assess,22/03/2023,,,57.160071721926,-2.15083122253418,open,15/03/2023
Markings - defective,2023-03-15 00:00:00,Assess,22/03/2023,Assessed,14/04/2023,57.1454702602972,-2.10970294797789,open,27/07/2023
Pothole,2023-03-16 00:00:00,Assess,23/03/2023,,,57.1298463599523,-2.08092262968421,open,16/03/2023
Markings - defective,2023-03-16 00:00:00,Assess,23/03/2023,Assessed,15/04/2023,57.152790175956,-2.15977637764809,open,26/04/2023
Markings - defective,2023-03-16 00:00:00,Assess,23/03/2023,,,57.1465650867584,-2.09575649383851,open,16/03/2023
Other - road related,2023-03-16 00:00:00,Assess,23/03/2023,,,57.1489836054536,-2.13586449623108,open,16/03/2023
Uneven surface or cracking,2023-03-16 00:00:00,Assess,23/03/2023,,,57.125758942689,-2.14920043945313,open,16/03/2023
Pothole,2023-03-17 00:00:00,Assess,24/03/2023,,,57.1266120505994,-2.12067246437073,open,17/03/2023
Oil or Fuel spill,2023-03-17 00:00:00,Make safe,17/03/2023,,,57.0995945177878,-2.11328834295273,open,17/03/2023
Other - road related,2023-03-17 00:00:00,Assess,24/03/2023,,,57.1386798407048,-2.09802389144897,open,17/03/2023
Markings - defective,2023-03-17 00:00:00,Assess,24/03/2023,,,57.1515829545235,-2.119488059584,open,17/03/2023
Other - road related,2023-03-18 00:00:00,Assess,25/03/2023,,,57.1216504615518,-2.14582890272141,open,18/03/2023
Pothole,2023-03-18 00:00:00,Assess,25/03/2023,,,57.1425072408232,-2.15930700306217,open,18/03/2023
Pothole,2023-03-19 00:00:00,Assess,26/03/2023,,,57.1491449869238,-2.16426050676091,open,19/03/2023
Oil or Fuel spill,2023-03-19 00:00:00,Make safe,19/03/2023,,,57.1725688825252,-2.13906705379486,open,19/03/2023
Pothole,2023-03-20 00:00:00,Assess,27/03/2023,,,57.1387524800129,-2.12352901697159,open,20/03/2023
Other - road related,2023-03-20 00:00:00,Assess,27/03/2023,,,57.1493909071097,-2.12447047233582,open,20/03/2023
Markings - defective,2023-03-20 00:00:00,Assess,27/03/2023,Assessed,19/04/2023,57.1364400664238,-2.11885195089508,open,27/07/2023
Pothole,2023-03-21 00:00:00,Assess,28/03/2023,,,57.19332117316,-2.13163733482361,open,21/03/2023
Other - road related,2023-03-21 00:00:00,Assess,28/03/2023,,,57.1001268828605,-2.0800369977951,open,21/03/2023
Markings - defective,2023-03-21 00:00:00,Assess,28/03/2023,,,57.1495178835384,-2.09364923244721,open,21/03/2023
Uneven surface or cracking,2023-03-21 00:00:00,Assess,28/03/2023,,,57.1416119800996,-2.12224423885345,open,21/03/2023
Pothole,2023-03-22 00:00:00,Assess,29/03/2023,,,57.1838587951484,-2.10404276847839,open,22/03/2023
Markings - defective,2023-03-22 00:00:00,Assess,29/03/2023,,,57.1438073469051,-2.11236979105706,open,22/03/2023
Uneven surface or cracking,2023-03-22 00:00:00,Assess,29/03/2023,,,57.1450386673531,-2.10396766662598,open,22/03/2023
Other - road related,2023-03-22 00:00:00,Assess,29/03/2023,,,57.1155271020733,-2.11525440216064,open,22/03/2023
Pothole,2023-03-23 00:00:00,Assess,30/03/2023,,,57.1596369466413,-2.1086186170578,open,23/03/2023
Uneven surface or cracking,2023-03-23 00:00:00,Assess,30/03/2023,,,57.1985722095889,-2.12670207023621,open,23/03/2023
Other - road related,2023-03-23 00:00:00,Assess,30/03/2023,,,57.1518829972595,-2.09916114807129,open,23/03/2023
Pothole,2023-03-24 00:00:00,Assess,31/03/2023,,,57.1748572653069,-2.18748092651367,open,24/03/2023
Markings - defective,2023-03-24 00:00:00,Assess,31/03/2023,,,57.1526890424503,-2.1536680477243,open,24/03/2023
Other - road related,2023-03-24 00:00:00,Assess,31/03/2023,,,57.1559447643809,-2.14684009552002,open,24/03/2023
Pothole,2023-03-25 00:00:00,Assess,01/04/2023,,,57.1161104900435,-2.11333930492401,open,25/03/2023
Uneven surface or cracking,2023-03-25 00:00:00,Assess,01/04/2023,,,57.1770047075489,-2.18837678432465,open,25/03/2023
Other - road related,2023-03-25 00:00:00,Assess,01/04/2023,,,57.1635583369526,-2.09703840122131,open,25/03/2023
Pothole,2023-03-26 00:00:00,Assess,02/04/2023,,,57.1531748970626,-2.17441320419312,open,26/03/2023
Other - road related,2023-03-26 00:00:00,Assess,02/04/2023,,,57.1089641580625,-2.2317011654377,open,26/03/2023
Pothole,2023-03-27 00:00:00,Assess,03/04/2023,,,57.155973858525,-2.15709686279297,open,27/03/2023
Overhanging vegetation,2023-03-27 00:00:00,Assess,03/04/2023,,,57.1293140304931,-2.1848201751709,open,27/03/2023
Other - road related,2023-03-27 00:00:00,Assess,03/04/2023,,,57.1216186558079,-2.17956304550171,open,27/03/2023
Uneven surface or cracking,2023-03-27 00:00:00,Assess,03/04/2023,,,57.124624928658,-2.10736870765686,open,27/03/2023
Pothole,2023-03-28 00:00:00,Assess,04/04/2023,,,57.164160041392,-2.16856598854065,open,28/03/2023
"Cobbles - damaged, missing or uneven",2023-03-28 00:00:00,Assess,04/04/2023,,,57.1310358756826,-2.13731825351715,open,28/03/2023
Uneven surface or cracking,2023-03-28 00:00:00,Assess,04/04/2023,,,57.1238550927101,-2.20271587371826,open,28/03/2023
Pothole,2023-03-29 00:00:00,Assess,05/04/2023,,,57.1751419230738,-2.18401551246643,open,29/03/2023
Other - road related,2023-03-29 00:00:00,Assess,05/04/2023,,,57.1996777275189,-2.27415367961498,open,29/03/2023
Uneven surface or cracking,2023-03-29 00:00:00,Assess,05/04/2023,,,57.2052613575724,-2.21356272697449,open,29/03/2023
Pothole,2023-03-30 00:00:00,Assess,06/04/2023,,,57.1895025792199,-2.10632085811085,open,30/03/2023
Markings - defective,2023-03-30 00:00:00,Assess,06/04/2023,,,57.1552222200007,-2.11084082722664,open,30/03/2023
Other - road related,2023-03-30 00:00:00,Assess,06/04/2023,,,57.1293780836584,-2.12347269058228,open,30/03/2023
Uneven surface or cracking,2023-03-30 00:00:00,Assess,06/04/2023,,,57.1140254473392,-2.08202719688416,open,30/03/2023
"Cobbles - damaged, missing or uneven",2023-03-31 00:00:00,Assess,07/04/2023,,,57.1472671761908,-2.09764838218689,open,31/03/2023
Pothole,2023-03-31 00:00:00,Assess,07/04/2023,,,57.1459100111338,-2.2658497095108,open,31/03/2023
Uneven surface or cracking,2023-03-31 00:00:00,Assess,07/04/2023,,,57.1856933527249,-2.12548969080672,open,31/03/2023
Other - road related,2023-03-31 00:00:00,Assess,07/04/2023,,,57.1419257261978,-2.11930990219116,open,31/03/2023
"Utility cover - broken, high/low or missing",2023-03-31 00:00:00,Make safe,31/03/2023,,,57.1900364632346,-2.11536161601828,open,31/03/2023
Lit bollard - damaged or missing,2023-03-31 00:00:00,Assess,07/04/2023,,,57.1483012582816,-2.10563600063324,open,31/03/2023
Markings - defective,2023-04-01 00:00:00,Assess,08/04/2023,,,57.1417855619817,-2.11319580674171,open,01/04/2023
Pothole,2023-04-01 00:00:00,Assess,08/04/2023,,,57.1432825996933,-2.1106544137001,open,01/04/2023
Pothole,2023-04-02 00:00:00,Assess,09/04/2023,,,57.1808991271837,-2.13913679122925,open,02/04/2023
Uneven surface or cracking,2023-04-02 00:00:00,Assess,09/04/2023,,,57.0936892890274,-2.10552334785461,open,02/04/2023
Pothole,2023-04-03 00:00:00,Assess,10/04/2023,,,57.1163388331927,-2.1133017539978,open,03/04/2023
Other - road related,2023-04-03 00:00:00,Assess,10/04/2023,,,57.1001384318604,-2.2738453745842,open,03/04/2023
Markings - defective,2023-04-03 00:00:00,Assess,10/04/2023,Assessed,03/05/2023,57.1672416517908,-2.10199624300003,open,13/04/2023
Pothole,2023-04-04 00:00:00,Assess,11/04/2023,,,57.1320076251916,-2.14353561401367,open,04/04/2023
Uneven surface or cracking,2023-04-04 00:00:00,Assess,11/04/2023,,,57.1325905170913,-2.1439003944397,open,04/04/2023
Other - road related,2023-04-04 00:00:00,Assess,11/04/2023,,,57.1443500572954,-2.10917115211487,open,04/04/2023
Pothole,2023-04-04 00:00:00,Assess,11/04/2023,Assessed,04/05/2023,57.2113495861144,-2.07929134368896,open,17/04/2023
Pothole,2023-04-05 00:00:00,Assess,12/04/2023,,,57.1818353149834,-2.17411279678345,open,05/04/2023
Other - road related,2023-04-05 00:00:00,Assess,12/04/2023,,,57.1575129667624,-2.13182240724564,open,05/04/2023
Pothole,2023-04-05 00:00:00,Assess,12/04/2023,Assessed,05/05/2023,57.1634199339939,-2.15435028076172,open,20/04/2023
Markings - defective,2023-04-05 00:00:00,Assess,12/04/2023,Assessed,06/05/2023,57.1357848068199,-2.12733086858975,open,25/04/2023
Pothole,2023-04-06 00:00:00,Assess,13/04/2023,,,57.1769347122947,-2.12579011917114,open,06/04/2023
Markings - defective,2023-04-06 00:00:00,Assess,13/04/2023,Assessed,07/05/2023,57.1164895198862,-2.06292986869812,open,25/04/2023
Markings - defective,2023-04-06 00:00:00,Assess,13/04/2023,,,57.1664345165632,-2.08846051114051,open,06/04/2023
Pothole,2023-04-07 00:00:00,Assess,14/04/2023,,,57.1812584683764,-2.19650387763977,open,07/04/2023
Pothole,2023-04-09 00:00:00,Assess,16/04/2023,,,57.1947011325752,-2.09156513214111,open,09/04/2023
Pothole,2023-04-09 00:00:00,Assess,16/04/2023,Assessed,10/05/2023,57.1888472469821,-2.10601687431335,open,12/04/2023
Pothole,2023-04-10 00:00:00,Assess,17/04/2023,Assessed,10/05/2023,57.1911760869878,-2.08929061889648,open,11/04/2023
Markings - defective,2023-04-10 00:00:00,Assess,17/04/2023,,,57.1425331554592,-2.16283947229385,open,10/04/2023
Other - road related,2023-04-11 00:00:00,Assess,18/04/2023,,,57.1965395678519,-2.13181436061859,open,11/04/2023
Markings - defective,2023-04-11 00:00:00,Assess,18/04/2023,Assessed,11/05/2023,57.1464448253515,-2.09801834120071,open,25/04/2023
Pothole,2023-04-11 00:00:00,Assess,18/04/2023,,,57.1592779559468,-2.14387357234955,open,11/04/2023
Uneven surface or cracking,2023-04-11 00:00:00,Assess,18/04/2023,,,57.1294990928869,-2.17593669891357,open,11/04/2023
Markings - defective,2023-04-11 00:00:00,Assess,18/04/2023,Assessed,12/05/2023,57.1408095439274,-2.13238835334778,open,25/04/2023
Other - road related,2023-04-12 00:00:00,Assess,19/04/2023,,,57.1498050245346,-2.1492110565373,open,12/04/2023
Pothole,2023-04-12 00:00:00,Assess,19/04/2023,Assessed,12/05/2023,57.1637945163886,-2.16560482978821,open,20/04/2023
Markings - defective,2023-04-12 00:00:00,Assess,19/04/2023,,,57.1355780390766,-2.21756458282471,open,12/04/2023
Pothole,2023-04-12 00:00:00,Assess,19/04/2023,Assessed,13/05/2023,57.2035399694242,-2.08817481994629,open,13/04/2023
Pothole,2023-04-12 00:00:00,Assess,19/04/2023,,,57.129683582686,-2.11798220865205,open,12/04/2023
Uneven surface or cracking,2023-04-13 00:00:00,Assess,20/04/2023,Assessed,13/05/2023,57.1574764263078,-2.14054495096207,open,19/04/2023
Pothole,2023-04-13 00:00:00,Assess,20/04/2023,,,57.0927714365844,-2.271648645401,open,13/04/2023
Markings - defective,2023-04-13 00:00:00,Assess,20/04/2023,,,57.1554691059736,-2.15478882193565,open,13/04/2023
Other - road related,2023-04-13 00:00:00,Assess,20/04/2023,,,57.161383789564,-2.09577083587646,open,13/04/2023
Pothole,2023-04-14 00:00:00,Assess,21/04/2023,,,57.169418722312,-2.21252202987671,open,14/04/2023
Other - road related,2023-04-14 00:00:00,Assess,21/04/2023,,,57.1514069797285,-2.07793951034546,open,14/04/2023
Markings - defective,2023-04-14 00:00:00,Assess,21/04/2023,,,57.1194707873903,-2.11616635322571,open,14/04/2023
Uneven surface or cracking,2023-04-14 00:00:00,Assess,21/04/2023,,,57.2098902510242,-2.18057155609131,open,14/04/2023
Markings - defective,2023-04-14 00:00:00,Assess,21/04/2023,Assessed,14/05/2023,57.1453646506409,-2.14907102286816,open,17/04/2023
Pothole,2023-04-14 00:00:00,Assess,21/04/2023,Assessed,14/05/2023,57.1567198427479,-2.12047398090363,open,19/04/2023
Pothole,2023-04-15 00:00:00,Assess,22/04/2023,Assessed,15/05/2023,57.1323133784747,-2.13099092245102,open,21/04/2023
Markings - defective,2023-04-15 00:00:00,Assess,22/04/2023,Assessed,15/05/2023,57.146971629539,-2.2197425365448,open,17/04/2023
Markings - defective,2023-04-15 00:00:00,Assess,22/04/2023,Assessed,16/05/2023,57.1372442232273,-2.1178762614727,open,25/04/2023
Pothole,2023-04-16 00:00:00,Assess,23/04/2023,,,57.1357852057855,-2.12722778320313,open,16/04/2023
Markings - defective,2023-04-17 00:00:00,Assess,24/04/2023,,,57.1357763249568,-2.09729298949242,open,17/04/2023
Markings - defective,2023-04-17 00:00:00,Assess,24/04/2023,Assessed,17/05/2023,57.1511531835248,-2.09408909082413,open,17/04/2023
Other - road related,2023-04-17 00:00:00,Assess,24/04/2023,,,57.200234863697,-2.28095054626465,open,17/04/2023
Markings - defective,2023-04-18 00:00:00,Assess,25/04/2023,Assessed,18/05/2023,57.1416225719854,-2.11692810058594,open,18/04/2023
Pothole,2023-04-18 00:00:00,Assess,25/04/2023,,,57.1936007840689,-2.1316534280777,open,18/04/2023
Pothole,2023-04-18 00:00:00,Assess,25/04/2023,Assessed,18/05/2023,57.1623874221562,-2.21338033676147,open,20/04/2023
Pothole,2023-04-19 00:00:00,Assess,26/04/2023,Assessed,19/05/2023,57.1335861520137,-2.08897411823273,open,20/04/2023
Markings - defective,2023-04-19 00:00:00,Assess,26/04/2023,Assessed,19/05/2023,57.1564371191332,-2.09197819232941,open,20/04/2023
Pothole,2023-04-19 00:00:00,Assess,26/04/2023,,,57.1446021237706,-2.17577576637268,open,19/04/2023
Pothole,2023-04-20 00:00:00,Assess,27/04/2023,,,57.1627288991964,-2.1467113494873,open,20/04/2023
Other - road related,2023-04-20 00:00:00,Assess,27/04/2023,,,57.115269498415,-2.18469671905325,open,20/04/2023
Pothole,2023-04-21 00:00:00,Assess,28/04/2023,Assessed,22/05/2023,57.1849798141013,-2.11426332592964,open,24/04/2023
Markings - defective,2023-04-22 00:00:00,Assess,29/04/2023,Assessed,22/05/2023,57.1820143216556,-2.09140931558977,open,24/04/2023
Pothole,2023-04-22 00:00:00,Assess,29/04/2023,Assessed,22/05/2023,57.1663950903547,-2.11988389492035,open,24/04/2023
Subsidence,2023-04-22 00:00:00,Make safe,22/04/2023,,,57.1835228280698,-2.1133017539978,open,22/04/2023
Other - road related,2023-04-22 00:00:00,Assess,29/04/2023,,,57.1390231094521,-2.14344173669815,open,22/04/2023
Pothole,2023-04-22 00:00:00,Assess,29/04/2023,Assessed,23/05/2023,57.1168844370778,-2.17089414596558,open,24/04/2023
Pothole,2023-04-23 00:00:00,Assess,30/04/2023,,,57.1864647529542,-2.09467113018036,open,23/04/2023
Other - road related,2023-04-24 00:00:00,Assess,01/05/2023,,,57.1523585717844,-2.1496035371274,open,24/04/2023
Pothole,2023-04-25 00:00:00,Assess,02/05/2023,,,57.1295661936984,-2.11744040250778,open,25/04/2023
Other - road related,2023-04-26 00:00:00,Assess,03/05/2023,,,57.1999087921317,-2.19215869903564,open,26/04/2023
Other - road related,2023-04-26 00:00:00,Assess,03/05/2023,Assessed,26/05/2023,57.0961624621524,-2.26450592279434,open,28/04/2023
Pothole,2023-04-26 00:00:00,Assess,03/05/2023,,,57.1296435669494,-2.11773276329041,open,26/04/2023
